ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
10/2016,33053042370000.0,23301.0,STATOIL OIL & GAS LP,TIMBER CREEK  13-24 2H,NENW,13.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,2764.0,4205.0,29.0,2837.0,2846.0,2630.0,216.0,47.9051851087079,-103.5511883745
10/2016,33053014360000.0,9132.0,"TAQA NORTH USA, INC.",SKEDSVOLD     23-6,SENW,23.0,151.0,101.0,MCK,ALEXANDER,DUPEROW,723.0,67.0,18.0,933.0,104.0,0.0,0.0,47.886693,-103.57491
10/2016,33053015410000.0,9617.0,"TAQA NORTH USA, INC.",BOLKEN     24-12,NWSW,24.0,151.0,101.0,MCK,ALEXANDER,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.882622,-103.558708
10/2016,33053012110000.0,8165.0,"TAQA NORTH USA, INC.",SKEDSVOLD  1,SENE,23.0,151.0,101.0,MCK,ALEXANDER,MADISON,124.0,1314.0,28.0,172.0,119.0,0.0,0.0,47.8862073601492,-103.564744817384
10/2016,33053016070000.0,9844.0,"TAQA NORTH USA, INC.",SOVIG     25-2,NWNE,25.0,151.0,101.0,MCK,ALEXANDER,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.875406,-103.5478
10/2016,33053026140000.0,15670.0,"TAQA NORTH USA, INC.",HANSEN  2-23,W2SE,23.0,151.0,101.0,MCK,ALEXANDER,RED RIVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.880860542873,-103.568864653431
10/2016,33053012110000.0,8165.0,"TAQA NORTH USA, INC.",SKEDSVOLD  1,SENE,23.0,151.0,101.0,MCK,ALEXANDER,RED RIVER,33.0,0.0,28.0,46.0,73.0,0.0,0.0,47.8862073601492,-103.564744817384
10/2016,33023008590000.0,23323.0,HUNT OIL COMPANY,ALEXANDRIA   1-33-28HTF,LOT3,1.0,160.0,101.0,DIV,ALEXANDRIA,BAKKEN,856.0,1390.0,31.0,951.0,780.0,430.0,0.0,48.7188933269934,-103.677966532666
10/2016,33023012220000.0,28507.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-21-16H-1,SWSE,21.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,3244.0,4717.0,30.0,3373.0,2636.0,2333.0,6.0,48.7501126172812,-103.668312885958
10/2016,33023012200000.0,28501.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-22-15H-1,SESW,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1774.0,2008.0,31.0,1778.0,1212.0,455.0,82.0,48.750590754001,-103.65380316394
10/2016,33023010970000.0,26256.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-24-13H-1,SESW,24.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,2193.0,4483.0,31.0,2202.0,2666.0,1748.0,442.0,48.7501792904821,-103.609886335862
10/2016,33023011690000.0,27725.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-32-29H-1,SWSE,32.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1267.0,1854.0,31.0,1225.0,1299.0,823.0,0.0,48.7210664252787,-103.691812040655
10/2016,33023010160000.0,25096.0,HUNT OIL COMPANY,ALEXANDRIA  1-26-35H,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1547.0,2913.0,31.0,1774.0,2631.0,1813.0,342.0,48.7489650583043,-103.631885407043
10/2016,33023011820000.0,27921.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-17-20H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1944.0,2295.0,31.0,1986.0,1506.0,739.0,0.0,48.7781166992351,-103.698443446601
10/2016,33023010470000.0,25666.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-18-19H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1434.0,2806.0,31.0,1592.0,1420.0,944.0,0.0,48.777065448652,-103.718390659113
10/2016,33023010980000.0,26259.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-23-14H-1,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,2710.0,4651.0,31.0,2432.0,3464.0,2436.0,554.0,48.7488408486698,-103.632319947206
10/2016,33023012210000.0,28502.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-27-34H-1,SESW,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,2065.0,3314.0,31.0,1807.0,2228.0,1217.0,332.0,48.7505901546712,-103.654238676889
10/2016,33023010480000.0,25667.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-7-6H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1518.0,3960.0,31.0,1824.0,2137.0,1661.0,0.0,48.7773532491915,-103.718388668791
10/2016,33023011830000.0,27922.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-8-5H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1855.0,2703.0,30.0,2018.0,1433.0,862.0,0.0,48.778118091659,-103.698879076359
10/2016,33023011050000.0,26475.0,MUREX PETROLEUM CORPORATION,GARY LEE  31-30H,SESW,31.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1792.0,2542.0,31.0,1836.0,1152.0,503.0,24.0,48.7212941915917,-103.717651145197
10/2016,33023011220000.0,26752.0,SM ENERGY COMPANY,MARVIN  14-34HS,SESW,34.0,162.0,100.0,DIV,ALEXANDRIA,BAKKEN,2155.0,4417.0,30.0,2089.0,1509.0,1328.0,104.0,48.808449902624,-103.653491544032
10/2016,33023011130000.0,26592.0,SM ENERGY COMPANY,PAUL  3-4HS,LOT3,4.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1861.0,3407.0,30.0,1971.0,1319.0,929.0,277.0,48.8066851435003,-103.675346839092
10/2016,33023007890000.0,21888.0,SM ENERGY COMPANY,TOMLINSON  3-1HS,LOT3,1.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1571.0,2422.0,29.0,1444.0,1023.0,813.0,103.0,48.8069363779827,-103.610843034562
10/2016,33023010360000.0,25533.0,SM ENERGY COMPANY,TOMLINSON  3-2HS,LOT3,2.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1754.0,3215.0,29.0,1856.0,1515.0,1316.0,139.0,48.8067859724642,-103.632012801051
10/2016,33061010810000.0,18214.0,"EOG RESOURCES, INC.",JAMES HILL  1-31H,LOT4,31.0,157.0,91.0,MTL,ALGER,BAKKEN,963.0,942.0,31.0,982.0,734.0,253.0,231.0,48.3862555337559,-102.492868525937
10/2016,33061009980000.0,18024.0,"EOG RESOURCES, INC.",ROSS   10-18H,SWSE,18.0,156.0,92.0,MTL,ALGER,BAKKEN,980.0,547.0,31.0,1160.0,946.0,228.0,469.0,48.3279615678121,-102.553171638614
10/2016,33061013070000.0,18843.0,"EOG RESOURCES, INC.",ROSS   18-10H,SESE,10.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3429394490341,-102.483575742975
10/2016,33061015310000.0,19722.0,"EOG RESOURCES, INC.",ROSS   29-1716H,NWNE,17.0,156.0,92.0,MTL,ALGER,BAKKEN,275.0,235.0,9.0,435.0,303.0,152.0,60.0,48.3408176723322,-102.534125698474
10/2016,33061008300000.0,17526.0,"EOG RESOURCES, INC.",ROSS   4-05H,SESE,5.0,156.0,92.0,MTL,ALGER,BAKKEN,964.0,847.0,31.0,940.0,1187.0,434.0,442.0,48.3569969699039,-102.527329776174
10/2016,33061011660000.0,18444.0,"EOG RESOURCES, INC.",ROSS  100-09H,SWSW,9.0,156.0,92.0,MTL,ALGER,BAKKEN,1407.0,961.0,19.0,1176.0,540.0,386.0,0.0,48.3426108016359,-102.520867152983
10/2016,33061009750000.0,17950.0,"EOG RESOURCES, INC.",ROSS  1-09H,SWSE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,789.0,638.0,31.0,950.0,1403.0,460.0,697.0,48.3425921368703,-102.510154982948
10/2016,33061010130000.0,18062.0,"EOG RESOURCES, INC.",ROSS  11-27H,SESE,27.0,156.0,92.0,MTL,ALGER,BAKKEN,617.0,269.0,24.0,710.0,910.0,168.0,509.0,48.2990408875929,-102.483636360585
10/2016,33061010340000.0,18118.0,"EOG RESOURCES, INC.",ROSS  12-06H,SESE,6.0,156.0,92.0,MTL,ALGER,BAKKEN,571.0,440.0,31.0,538.0,717.0,273.0,194.0,48.3570615279579,-102.549246608677
10/2016,33061013000000.0,18819.0,"EOG RESOURCES, INC.",ROSS  13-15H,SESE,15.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3278428234195,-102.483801667803
10/2016,33061012850000.0,18763.0,"EOG RESOURCES, INC.",ROSS  15-28H,SESE,28.0,156.0,92.0,MTL,ALGER,BAKKEN,928.0,373.0,31.0,1293.0,1157.0,375.0,470.0,48.2988356840539,-102.50498964682
10/2016,33061005310000.0,16587.0,"EOG RESOURCES, INC.",ROSS  20-16H,NWNW,16.0,156.0,92.0,MTL,ALGER,BAKKEN,558.0,332.0,31.0,579.0,396.0,90.0,57.0,48.3408153839194,-102.520857217013
10/2016,33061011180000.0,18310.0,"EOG RESOURCES, INC.",ROSS  21-04H,LOT1,4.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3720918724064,-102.50888366725
10/2016,33061014390000.0,19358.0,"EOG RESOURCES, INC.",ROSS  22-07H,SESE,7.0,156.0,92.0,MTL,ALGER,BAKKEN,726.0,374.0,31.0,948.0,698.0,207.0,241.0,48.3422822263551,-102.54894703329
10/2016,33061014940000.0,19560.0,"EOG RESOURCES, INC.",ROSS  27-2728H,SESW,27.0,156.0,92.0,MTL,ALGER,BAKKEN,1115.0,371.0,31.0,1186.0,1624.0,611.0,763.0,48.2987530404806,-102.495676242556
10/2016,33061016590000.0,20295.0,"EOG RESOURCES, INC.",ROSS  28-1615H,NWNE,16.0,156.0,92.0,MTL,ALGER,BAKKEN,703.0,389.0,31.0,894.0,969.0,321.0,400.0,48.3410170617144,-102.512424266463
10/2016,33061016600000.0,20296.0,"EOG RESOURCES, INC.",ROSS  30-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3555196943216,-102.513680054653
10/2016,33061009200000.0,17795.0,"EOG RESOURCES, INC.",ROSS  3-04H,LOT3,4.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,1.0,0.0,65.0,65.0,0.0,48.3717602434638,-102.520251974017
10/2016,33061015200000.0,19679.0,"EOG RESOURCES, INC.",ROSS  31-0806H,SESW,8.0,156.0,92.0,MTL,ALGER,BAKKEN,2067.0,1225.0,31.0,2382.0,2432.0,928.0,1254.0,48.3423937984333,-102.538267747116
10/2016,33061015420000.0,19767.0,"EOG RESOURCES, INC.",ROSS  32-1707H,SESW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,1281.0,840.0,31.0,1354.0,1506.0,410.0,846.0,48.3277945462087,-102.537945229584
10/2016,33061015450000.0,19793.0,"EOG RESOURCES, INC.",ROSS  33-0434H,SESW,4.0,156.0,92.0,MTL,ALGER,BAKKEN,1311.0,1088.0,31.0,1330.0,1351.0,477.0,624.0,48.3576941576724,-102.516955298798
10/2016,33061015460000.0,19794.0,"EOG RESOURCES, INC.",ROSS  34-0533H,SESW,5.0,156.0,92.0,MTL,ALGER,BAKKEN,1108.0,681.0,31.0,1035.0,995.0,303.0,442.0,48.3567576905531,-102.538132005544
10/2016,33061015560000.0,19854.0,"EOG RESOURCES, INC.",ROSS  35-0331H,SESE,3.0,156.0,92.0,MTL,ALGER,BAKKEN,126.0,274.0,11.0,237.0,174.0,2.0,86.0,48.3582824695515,-102.484358260846
10/2016,33061020170000.0,22354.0,"EOG RESOURCES, INC.",ROSS  36-1707H,SWSW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,2031.0,1300.0,31.0,1995.0,2850.0,998.0,1604.0,48.3281995470213,-102.543300081962
10/2016,33061008320000.0,17531.0,"EOG RESOURCES, INC.",ROSS  5-08H,SWSE,8.0,156.0,92.0,MTL,ALGER,BAKKEN,947.0,635.0,31.0,952.0,1129.0,409.0,408.0,48.3425993798242,-102.532184376427
10/2016,33061005300000.0,16586.0,"EOG RESOURCES, INC.",ROSS  7-17H,NWNW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,1022.0,994.0,31.0,959.0,1054.0,316.0,488.0,48.3405435631096,-102.545948229761
10/2016,33061029510000.0,27609.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-5,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1524.0,246.0,31.0,1521.0,1991.0,1511.0,480.0,48.2135839813197,-102.684885864712
10/2016,33061029520000.0,27610.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-6,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1640.0,360.0,31.0,1643.0,2541.0,2024.0,517.0,48.2135844964062,-102.685021332455
10/2016,33061029530000.0,27611.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-7,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,2038.0,471.0,31.0,2034.0,3462.0,2820.0,642.0,48.2135850114927,-102.685156800199
10/2016,33061029540000.0,27612.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-8,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1730.0,134.0,16.0,1739.0,1923.0,1378.0,545.0,48.2135855265792,-102.685292267943
10/2016,33061013040000.0,18838.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-1,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,2374.0,984.0,31.0,2374.0,3709.0,2960.0,749.0,48.2127920023786,-102.684943335876
10/2016,33061013050000.0,18839.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-2,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1454.0,901.0,29.0,1456.0,1988.0,1530.0,458.0,48.2127939534637,-102.685456471268
10/2016,33061013060000.0,18840.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-3,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,727.0,643.0,18.0,733.0,867.0,638.0,229.0,48.2127959045489,-102.685969606661
10/2016,33061033940000.0,29886.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-10,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,1041.0,1127.0,31.0,1047.0,3469.0,3469.0,0.0,48.25568901918,-102.621480758875
10/2016,33061022880000.0,24004.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-2,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,239.0,210.0,6.0,262.0,509.0,494.0,15.0,48.2540207615607,-102.623874078617
10/2016,33061022870000.0,24003.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-3,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,1516.0,857.0,31.0,1499.0,2135.0,2039.0,96.0,48.2538837265448,-102.623879909894
10/2016,33061037720000.0,31599.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-5,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,3588.0,1873.0,30.0,3618.0,3239.0,3234.0,5.0,48.2556857048722,-102.620630307487
10/2016,33061037710000.0,31598.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-6,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,4362.0,2533.0,31.0,4363.0,2623.0,2568.0,55.0,48.2556862332401,-102.620765886694
10/2016,33061032750000.0,29270.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-7,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,4369.0,3005.0,31.0,4389.0,3945.0,3936.0,9.0,48.2556874340763,-102.621074021255
10/2016,33061032760000.0,29271.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-8,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,3575.0,2273.0,31.0,3567.0,3251.0,3251.0,0.0,48.2556879624442,-102.621209600462
10/2016,33061032770000.0,29272.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-9,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,2258.0,1567.0,31.0,2275.0,2717.0,2713.0,4.0,48.2556884908121,-102.621345179668
10/2016,33061037730000.0,31600.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  LE-155-93-1522H-1,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,4798.0,3298.0,29.0,4947.0,3323.0,3143.0,180.0,48.2556851765043,-102.62049472828
10/2016,33061038490000.0,32096.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  LE-155-93-1523H-2,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,5836.0,2655.0,30.0,5778.0,4161.0,4152.0,9.0,48.2556846481363,-102.620359149074
10/2016,33061007800000.0,17389.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-155-93-  1522H-1,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,1357.0,887.0,31.0,1342.0,1915.0,1829.0,86.0,48.2541632779773,-102.623868014089
10/2016,33061028050000.0,26984.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-4,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,2015.0,604.0,31.0,1996.0,2659.0,2532.0,127.0,48.2391953694544,-102.645827583564
10/2016,33061028060000.0,26985.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-5,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,959.0,956.0,16.0,979.0,1683.0,1623.0,60.0,48.239285827106,-102.645828210002
10/2016,33061028070000.0,26986.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-6,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,427.0,388.0,9.0,459.0,572.0,545.0,27.0,48.2393762847576,-102.64582883644
10/2016,33061028080000.0,26987.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-7,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,221.0,125.0,3.0,269.0,294.0,280.0,14.0,48.2394667424092,-102.645829462878
10/2016,33061011540000.0,18405.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-1,NWNE,21.0,155.0,93.0,MTL,ALGER,BAKKEN,867.0,446.0,31.0,862.0,1002.0,947.0,55.0,48.2397298919413,-102.644632284001
10/2016,33061021070000.0,22769.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-2,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1588.0,959.0,29.0,1574.0,1918.0,1818.0,100.0,48.2396065405981,-102.644939362357
10/2016,33061021080000.0,22770.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-3,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1322.0,912.0,28.0,1287.0,1343.0,1259.0,84.0,48.2396037994572,-102.645144658732
10/2016,33061007760000.0,17378.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-1,NENW,1.0,155.0,93.0,MTL,ALGER,BAKKEN,483.0,359.0,30.0,587.0,635.0,635.0,0.0,48.2826534790128,-102.579347465679
10/2016,33061017730000.0,20940.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-2,LOT2,1.0,155.0,93.0,MTL,ALGER,BAKKEN,1515.0,1019.0,30.0,1804.0,1744.0,1744.0,0.0,48.2826595630951,-102.57877332164
10/2016,33061017740000.0,20941.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-3,LOT2,1.0,155.0,93.0,MTL,ALGER,BAKKEN,548.0,567.0,13.0,476.0,526.0,526.0,0.0,48.2826587208858,-102.578547293723
10/2016,33061017300000.0,20696.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-MEIERS A-156-93-  13H-1,LOT1,18.0,156.0,92.0,MTL,ALGER,BAKKEN,380.0,298.0,31.0,344.0,385.0,385.0,0.0,48.3398301405517,-102.567116318966
10/2016,33061021130000.0,22795.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-2,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,3641.0,2008.0,31.0,3703.0,4841.0,4841.0,0.0,48.2677666612608,-102.688198469433
10/2016,33061021140000.0,22796.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-3,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1859.0,1393.0,22.0,1878.0,2750.0,2750.0,0.0,48.26776705183,-102.688403908813
10/2016,33061031230000.0,28466.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-5,NWNE,7.0,155.0,93.0,MTL,ALGER,BAKKEN,710.0,646.0,8.0,802.0,694.0,694.0,0.0,48.2673573107402,-102.6877135679
10/2016,33061031240000.0,28467.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-6,NWNE,7.0,155.0,93.0,MTL,ALGER,BAKKEN,2987.0,1785.0,31.0,2999.0,4044.0,4044.0,0.0,48.2673575763107,-102.687853258016
10/2016,33061031250000.0,28468.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-7,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,2354.0,1632.0,31.0,2373.0,4383.0,4383.0,0.0,48.2673577670699,-102.687953597348
10/2016,33061031260000.0,28469.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-8,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1855.0,1505.0,31.0,1896.0,2327.0,2327.0,0.0,48.2673552837872,-102.688089226024
10/2016,33061012570000.0,18674.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-155-93-  0718H-1,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1315.0,993.0,31.0,1360.0,1110.0,1110.0,0.0,48.2687665464668,-102.687868172356
10/2016,33061025570000.0,25574.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-4,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1334.0,774.0,31.0,1321.0,3186.0,3186.0,0.0,48.3338805105308,-102.654459449936
10/2016,33061025580000.0,25575.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-5,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1387.0,1015.0,31.0,1373.0,3351.0,3351.0,0.0,48.3337434559083,-102.654459449936
10/2016,33061025590000.0,25576.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-6,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1582.0,568.0,31.0,1567.0,3024.0,3024.0,0.0,48.3336064012858,-102.654459449936
10/2016,33061018040000.0,21129.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-1,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1383.0,717.0,31.0,1369.0,1566.0,1566.0,0.0,48.3338799369945,-102.65322519983
10/2016,33061018060000.0,21131.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-2,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1793.0,765.0,31.0,1776.0,1880.0,1880.0,0.0,48.3336058277495,-102.65322519983
10/2016,33061018080000.0,21133.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-3,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,1981.0,1190.0,31.0,1962.0,2999.0,2999.0,0.0,48.3333317185046,-102.65322519983
10/2016,33061021090000.0,22771.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-SKABO TRUST  155-93-0631H-2,SWSE,6.0,155.0,93.0,MTL,ALGER,BAKKEN,2236.0,563.0,31.0,2285.0,2753.0,2753.0,0.0,48.2704584315871,-102.683863069436
