ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
10/2019,33023011690000.0,27725.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-32-29H-1,SWSE,32.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,841.0,1166.0,31.0,1384.0,1068.0,577.0,0.0,48.7210969220001,-103.692288827
10/2019,33023010160000.0,25096.0,HUNT OIL COMPANY,ALEXANDRIA  1-26-35H,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,840.0,1292.0,31.0,914.0,1143.0,652.0,0.0,48.7489962490001,-103.632359794
10/2019,33023011820000.0,27921.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-17-20H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1059.0,1574.0,31.0,1410.0,1692.0,1021.0,0.0,48.7781479070001,-103.69892065
10/2019,33023010470000.0,25666.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-18-19H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,891.0,1535.0,31.0,909.0,1256.0,765.0,0.0,48.7770965830001,-103.718868661
10/2019,33023010980000.0,26259.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-23-14H-1,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1461.0,4567.0,31.0,1357.0,1264.0,773.0,0.0,48.7488720370001,-103.632794351
10/2019,33023012210000.0,28502.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-27-34H-1,SESW,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,929.0,2977.0,31.0,970.0,386.0,370.0,0.0,48.7506212960001,-103.654713976
10/2019,33023010480000.0,25667.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-7-6H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1049.0,2098.0,31.0,1356.0,1435.0,944.0,0.0,48.7773843850001,-103.718866672
10/2019,33023011830000.0,27922.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-8-5H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1455.0,1399.0,31.0,1871.0,1544.0,873.0,0.0,48.7781492990001,-103.699356296
10/2019,33023014380000.0,36003.0,HUNT OIL COMPANY,ALEXANDRIA 161-100-22-15H  2,SESE,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,12619.0,34311.0,29.0,13375.0,8207.0,7884.0,0.0,48.7508924430001,-103.642938911
10/2019,33023011050000.0,26475.0,MUREX PETROLEUM CORPORATION,GARY LEE  31-30H,SESW,31.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,983.0,1593.0,31.0,911.0,1060.0,426.0,29.0,48.721324614,-103.718128987
10/2019,33023011220000.0,26752.0,"PETRO-HUNT, L.L.C.",MARVIN  14-34HS,SESW,34.0,162.0,100.0,DIV,ALEXANDRIA,BAKKEN,1060.0,2063.0,28.0,1065.0,844.0,656.0,3.0,48.808481499,-103.653967071
10/2019,33023011130000.0,26592.0,"PETRO-HUNT, L.L.C.",PAUL  3-4HS,LOT3,4.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1104.0,1984.0,31.0,1036.0,869.0,655.0,0.0,48.8067166530001,-103.675823231
10/2019,33023007890000.0,21888.0,"PETRO-HUNT, L.L.C.",TOMLINSON  3-1HS,LOT3,1.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,7.0,231.0,14.0,0.0,94.0,3.0,0.0,48.8069681050001,-103.611316852
10/2019,33023010360000.0,25533.0,"PETRO-HUNT, L.L.C.",TOMLINSON  3-2HS,LOT3,2.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1292.0,4724.0,27.0,1241.0,1345.0,1165.0,0.0,48.806817627,-103.632487463
10/2019,33061009390000.0,17850.0,"EOG RESOURCES, INC.",COTTONWOOD   2-35H,SESE,35.0,157.0,92.0,MTL,ALGER,BAKKEN,456.0,607.0,16.0,479.0,346.0,206.0,19.0,48.3734201090001,-102.518756819
10/2019,33061012140000.0,18562.0,"EOG RESOURCES, INC.",COTTONWOOD   6-33H,SESE,33.0,157.0,92.0,MTL,ALGER,BAKKEN,728.0,380.0,31.0,844.0,663.0,413.0,0.0,48.3732681440001,-102.565310634
10/2019,33061009710000.0,17937.0,"EOG RESOURCES, INC.",COTTONWOOD  5-34H,SWSE,34.0,157.0,92.0,MTL,ALGER,BAKKEN,631.0,499.0,31.0,468.0,1074.0,783.0,43.0,48.373473453,-102.544375167
10/2019,33061010810000.0,18214.0,"EOG RESOURCES, INC.",JAMES HILL  1-31H,LOT4,31.0,157.0,91.0,MTL,ALGER,BAKKEN,1011.0,1000.0,31.0,984.0,1354.0,1082.0,22.0,48.386277325,-102.493325052
10/2019,33061009980000.0,18024.0,"EOG RESOURCES, INC.",ROSS   10-18H,SWSE,18.0,156.0,92.0,MTL,ALGER,BAKKEN,561.0,3259.0,27.0,475.0,554.0,275.0,71.0,48.3279811950001,-102.553628865
10/2019,33061013070000.0,18843.0,"EOG RESOURCES, INC.",ROSS   18-10H,SESE,10.0,156.0,92.0,MTL,ALGER,BAKKEN,1163.0,1211.0,31.0,1383.0,2290.0,1902.0,76.0,48.3429597160001,-102.484031608
10/2019,33061015310000.0,19722.0,"EOG RESOURCES, INC.",ROSS   29-1716H,NWNE,17.0,156.0,92.0,MTL,ALGER,BAKKEN,600.0,448.0,31.0,496.0,846.0,524.0,15.0,48.3408377850001,-102.534582748
10/2019,33061008300000.0,17526.0,"EOG RESOURCES, INC.",ROSS   4-05H,SESE,5.0,156.0,92.0,MTL,ALGER,BAKKEN,549.0,570.0,21.0,636.0,639.0,428.0,5.0,48.357017646,-102.527786825
10/2019,33061011660000.0,18444.0,"EOG RESOURCES, INC.",ROSS  100-09H,SWSW,9.0,156.0,92.0,MTL,ALGER,BAKKEN,612.0,474.0,31.0,690.0,800.0,511.0,39.0,48.342631026,-102.521324048
10/2019,33061038720000.0,32137.0,"EOG RESOURCES, INC.",ROSS  106-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,2248.0,4285.0,31.0,2345.0,3058.0,2656.0,152.0,48.354845514,-102.510648171
10/2019,33061009750000.0,17950.0,"EOG RESOURCES, INC.",ROSS  1-09H,SWSE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,491.0,442.0,31.0,486.0,809.0,559.0,0.0,48.342612403,-102.510611746
10/2019,33061010130000.0,18062.0,"EOG RESOURCES, INC.",ROSS  11-27H,SESE,27.0,156.0,92.0,MTL,ALGER,BAKKEN,649.0,336.0,31.0,729.0,896.0,546.0,38.0,48.2990596380001,-102.484092037
10/2019,33061010340000.0,18118.0,"EOG RESOURCES, INC.",ROSS  12-06H,SESE,6.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.357082104,-102.549703922
10/2019,33061013000000.0,18819.0,"EOG RESOURCES, INC.",ROSS  13-15H,SESE,15.0,156.0,92.0,MTL,ALGER,BAKKEN,972.0,766.0,31.0,1158.0,892.0,566.0,76.0,48.327862569,-102.484257478
10/2019,33061012850000.0,18763.0,"EOG RESOURCES, INC.",ROSS  15-28H,SESE,28.0,156.0,92.0,MTL,ALGER,BAKKEN,983.0,514.0,31.0,871.0,1298.0,936.0,50.0,48.2988544730001,-102.505446099
10/2019,33061005310000.0,16587.0,"EOG RESOURCES, INC.",ROSS  20-16H,NWNW,16.0,156.0,92.0,MTL,ALGER,BAKKEN,882.0,561.0,31.0,864.0,1029.0,775.0,4.0,48.340835548,-102.521314102
10/2019,33061011180000.0,18310.0,"EOG RESOURCES, INC.",ROSS  21-04H,LOT1,4.0,156.0,92.0,MTL,ALGER,BAKKEN,614.0,525.0,31.0,783.0,756.0,506.0,0.0,48.372113148,-102.509340578
10/2019,33061014390000.0,19358.0,"EOG RESOURCES, INC.",ROSS  22-07H,SESE,7.0,156.0,92.0,MTL,ALGER,BAKKEN,736.0,540.0,31.0,813.0,1046.0,791.0,5.0,48.3423023280001,-102.549404273
10/2019,33061014940000.0,19560.0,"EOG RESOURCES, INC.",ROSS  27-2728H,SESW,27.0,156.0,92.0,MTL,ALGER,BAKKEN,951.0,386.0,31.0,1066.0,1230.0,917.0,63.0,48.2987718210001,-102.49613244
10/2019,33061016590000.0,20295.0,"EOG RESOURCES, INC.",ROSS  28-1615H,NWNE,16.0,156.0,92.0,MTL,ALGER,BAKKEN,648.0,491.0,14.0,489.0,601.0,489.0,4.0,48.3410372660001,-102.512881048
10/2019,33061016600000.0,20296.0,"EOG RESOURCES, INC.",ROSS  30-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,886.0,932.0,25.0,1145.0,1067.0,839.0,34.0,48.3555403840001,-102.514136932
10/2019,33061009200000.0,17795.0,"EOG RESOURCES, INC.",ROSS  3-04H,LOT3,4.0,156.0,92.0,MTL,ALGER,BAKKEN,549.0,499.0,31.0,455.0,761.0,429.0,20.0,48.371781447,-102.520709016
10/2019,33061015200000.0,19679.0,"EOG RESOURCES, INC.",ROSS  31-0806H,SESW,8.0,156.0,92.0,MTL,ALGER,BAKKEN,1168.0,635.0,31.0,1205.0,1162.0,907.0,5.0,48.3424139460001,-102.538724856
10/2019,33061015420000.0,19767.0,"EOG RESOURCES, INC.",ROSS  32-1707H,SESW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,602.0,844.0,31.0,604.0,696.0,430.0,16.0,48.3278142180001,-102.538402263
10/2019,33061015450000.0,19793.0,"EOG RESOURCES, INC.",ROSS  33-0434H,SESW,4.0,156.0,92.0,MTL,ALGER,BAKKEN,1026.0,964.0,31.0,1212.0,1481.0,1221.0,10.0,48.3577149060001,-102.517412227
10/2019,33061015460000.0,19794.0,"EOG RESOURCES, INC.",ROSS  34-0533H,SESW,5.0,156.0,92.0,MTL,ALGER,BAKKEN,1195.0,769.0,31.0,1252.0,1340.0,1090.0,0.0,48.356778309,-102.538589184
10/2019,33061015560000.0,19854.0,"EOG RESOURCES, INC.",ROSS  35-0331H,SESE,3.0,156.0,92.0,MTL,ALGER,BAKKEN,793.0,891.0,31.0,755.0,1007.0,687.0,70.0,48.3583032700001,-102.484814231
10/2019,33061020170000.0,22354.0,"EOG RESOURCES, INC.",ROSS  36-1707H,SWSW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,1195.0,4130.0,28.0,1056.0,1235.0,899.0,122.0,48.3282192140001,-102.543757185
10/2019,33061038730000.0,32138.0,"EOG RESOURCES, INC.",ROSS  42-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,1168.0,3460.0,31.0,1261.0,2233.0,1639.0,94.0,48.354844949,-102.510442391
10/2019,33061038750000.0,32140.0,"EOG RESOURCES, INC.",ROSS  43-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,1616.0,3445.0,31.0,1486.0,4005.0,3329.0,190.0,48.35484382,-102.510030832
10/2019,33061008320000.0,17531.0,"EOG RESOURCES, INC.",ROSS  5-08H,SWSE,8.0,156.0,92.0,MTL,ALGER,BAKKEN,729.0,519.0,31.0,725.0,1031.0,707.0,14.0,48.3426195590001,-102.532641411
10/2019,33061005300000.0,16586.0,"EOG RESOURCES, INC.",ROSS  7-17H,NWNW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3405636210001,-102.546405425
10/2019,33061008100000.0,17481.0,EQUINOR ENERGY LP,ADIX 25  1-H,NWNW,25.0,155.0,92.0,MTL,ALGER,BAKKEN,692.0,703.0,31.0,701.0,457.0,321.0,12.0,48.225126953,-102.459379749
10/2019,33061021010000.0,22729.0,EQUINOR ENERGY LP,ALGER STATE   16-21 2TFH,SWSW,9.0,155.0,92.0,MTL,ALGER,BAKKEN,818.0,444.0,14.0,861.0,2509.0,2423.0,34.0,48.2555262480001,-102.524172085
10/2019,33061021000000.0,22713.0,EQUINOR ENERGY LP,ALGER STATE   16-21 4TFH,SESE,9.0,155.0,92.0,MTL,ALGER,BAKKEN,1082.0,1908.0,29.0,1033.0,1430.0,1311.0,15.0,48.2554125980001,-102.507681383
10/2019,33061020980000.0,22711.0,EQUINOR ENERGY LP,ALGER STATE  16-21 3H,SESE,9.0,155.0,92.0,MTL,ALGER,BAKKEN,1337.0,1209.0,30.0,1359.0,4167.0,4029.0,14.0,48.2554132650001,-102.507475957
10/2019,33061025560000.0,25573.0,EQUINOR ENERGY LP,ALGER STATE  16-21 7H,SWSW,9.0,155.0,92.0,MTL,ALGER,BAKKEN,523.0,198.0,14.0,580.0,615.0,542.0,17.0,48.2555235790001,-102.524993789
10/2019,33061024780000.0,25212.0,EQUINOR ENERGY LP,ALGER STATE 16-21  #5H,SESE,9.0,155.0,92.0,MTL,ALGER,BAKKEN,1047.0,680.0,31.0,1068.0,2288.0,2164.0,0.0,48.2556078210001,-102.506654253
10/2019,33061024790000.0,25213.0,EQUINOR ENERGY LP,ALGER STATE 16-21  #6TFH,SESE,9.0,155.0,92.0,MTL,ALGER,BAKKEN,1073.0,1350.0,30.0,1118.0,863.0,739.0,0.0,48.255608221,-102.506530997
10/2019,33061016700000.0,20373.0,EQUINOR ENERGY LP,ALGER STATE 16-21  1-H,SESW,9.0,155.0,92.0,MTL,ALGER,BAKKEN,1185.0,978.0,31.0,1181.0,4363.0,4236.0,3.0,48.25545348,-102.516193332
10/2019,33061019550000.0,22061.0,EQUINOR ENERGY LP,ANDERSON  28-33 2TFH,NWNE,28.0,155.0,92.0,MTL,ALGER,BAKKEN,1189.0,987.0,30.0,1201.0,1410.0,1267.0,19.0,48.2249975120001,-102.512208744
10/2019,33061019560000.0,22062.0,EQUINOR ENERGY LP,ANDERSON  28-33 3H,NWNE,28.0,155.0,92.0,MTL,ALGER,BAKKEN,1529.0,1076.0,31.0,1535.0,3378.0,3190.0,64.0,48.2249978900001,-102.51210611
10/2019,33061019570000.0,22063.0,EQUINOR ENERGY LP,ANDERSON  28-33 4TFH,NWNW,28.0,155.0,92.0,MTL,ALGER,BAKKEN,1287.0,1051.0,31.0,904.0,2201.0,2031.0,46.0,48.2249571040001,-102.52317638
10/2019,33061007650000.0,17351.0,EQUINOR ENERGY LP,ANDERSON 28-33  1-H,NWNW,28.0,155.0,92.0,MTL,ALGER,BAKKEN,1318.0,795.0,31.0,929.0,1544.0,1420.0,0.0,48.2250869640001,-102.525130419
10/2019,33061020080000.0,22292.0,EQUINOR ENERGY LP,ARVID ANDERSON   14-11 #2TFH,SESE,14.0,155.0,92.0,MTL,ALGER,BAKKEN,552.0,386.0,30.0,573.0,367.0,203.0,40.0,48.2410868360001,-102.464540633
10/2019,33061020070000.0,22291.0,EQUINOR ENERGY LP,ARVID ANDERSON   14-11 #3H,SESE,14.0,155.0,92.0,MTL,ALGER,BAKKEN,2406.0,1309.0,31.0,2445.0,1943.0,1774.0,45.0,48.241086599,-102.464437946
10/2019,33061020120000.0,22317.0,EQUINOR ENERGY LP,ARVID ANDERSON  14-11 #4TFH,SESW,14.0,155.0,92.0,MTL,ALGER,BAKKEN,946.0,1421.0,31.0,986.0,494.0,343.0,27.0,48.241156705,-102.476999627
10/2019,33061025120000.0,25330.0,EQUINOR ENERGY LP,ARVID ANDERSON  14-11 7TFH,SESE,14.0,155.0,92.0,MTL,ALGER,BAKKEN,1676.0,2300.0,31.0,1686.0,1355.0,1049.0,182.0,48.2409218450001,-102.464314723
10/2019,33061023870000.0,24853.0,EQUINOR ENERGY LP,ARVID ANDERSON 14-11  #5H,SESW,14.0,155.0,92.0,MTL,ALGER,BAKKEN,1967.0,1201.0,31.0,2086.0,3184.0,3038.0,22.0,48.2411597500001,-102.477131067
10/2019,33061023880000.0,24854.0,EQUINOR ENERGY LP,ARVID ANDERSON 14-11  #6H,SESW,14.0,155.0,92.0,MTL,ALGER,BAKKEN,505.0,711.0,31.0,587.0,1708.0,1459.0,125.0,48.2411591810001,-102.476884617
10/2019,33061014080000.0,19198.0,EQUINOR ENERGY LP,ARVID ANDERSON 14-11  1-H,SWSE,14.0,155.0,92.0,MTL,ALGER,BAKKEN,1297.0,846.0,31.0,1541.0,426.0,0.0,302.0,48.2409101210001,-102.471112621
10/2019,33061005970000.0,16893.0,EQUINOR ENERGY LP,BAKKE 23  1-H,NWNW,23.0,155.0,92.0,MTL,ALGER,BAKKEN,72.0,54.0,27.0,0.0,221.0,47.0,66.0,48.2393992570001,-102.48159411
10/2019,33061029420000.0,27577.0,EQUINOR ENERGY LP,BARSTAD  23-14 3H,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,1532.0,1130.0,31.0,1531.0,5265.0,5141.0,0.0,48.313941598,-102.597259118
10/2019,33061029410000.0,27576.0,EQUINOR ENERGY LP,BARSTAD  23-14 7TFH,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,4362.0,4614.0,31.0,4416.0,7727.0,7602.0,1.0,48.31394177,-102.59738251
10/2019,33061029400000.0,27575.0,EQUINOR ENERGY LP,BARSTAD  23-14 8H,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,1516.0,1389.0,31.0,1545.0,2016.0,1881.0,11.0,48.3139419400001,-102.597505902
10/2019,33061017590000.0,20907.0,EQUINOR ENERGY LP,BARSTAD 23-14   #1-H,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,316.0,366.0,31.0,246.0,2946.0,2819.0,3.0,48.3139457870001,-102.600282224
10/2019,33061017600000.0,20908.0,EQUINOR ENERGY LP,BARSTAD 23-14  #2TFH,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,1000.0,1500.0,31.0,741.0,1303.0,1017.0,170.0,48.3139456440001,-102.600179398
10/2019,33061018560000.0,21374.0,EQUINOR ENERGY LP,BARSTAD 23-14  #4TFH,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,1932.0,3220.0,31.0,1931.0,5429.0,5304.0,1.0,48.313941427,-102.597135726
10/2019,33061018550000.0,21373.0,EQUINOR ENERGY LP,BARSTAD 23-14  #5H,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,1159.0,1901.0,31.0,1146.0,580.0,456.0,0.0,48.3139412570001,-102.597012335
10/2019,33061018570000.0,21375.0,EQUINOR ENERGY LP,BARSTAD 23-14  #6TFH,SWSE,23.0,156.0,93.0,MTL,ALGER,BAKKEN,971.0,4367.0,31.0,958.0,397.0,272.0,1.0,48.3139410850001,-102.596888942
10/2019,33061028110000.0,27003.0,EQUINOR ENERGY LP,BROWN  30-19 3H,NENW,31.0,156.0,93.0,MTL,ALGER,BAKKEN,1249.0,977.0,21.0,1294.0,1918.0,0.0,1918.0,48.2977815250001,-102.690869406
10/2019,33061028120000.0,27004.0,EQUINOR ENERGY LP,BROWN  30-19 4TFH,NENW,31.0,156.0,93.0,MTL,ALGER,BAKKEN,1228.0,1448.0,21.0,1274.0,1463.0,0.0,1463.0,48.2977810100001,-102.690746082
10/2019,33061028130000.0,27005.0,EQUINOR ENERGY LP,BROWN  30-19 5TFH,NENW,31.0,156.0,93.0,MTL,ALGER,BAKKEN,946.0,1142.0,20.0,989.0,1158.0,0.0,1158.0,48.2977804940001,-102.690622757
10/2019,33061028140000.0,27006.0,EQUINOR ENERGY LP,BROWN  30-19 6H,NENW,31.0,156.0,93.0,MTL,ALGER,BAKKEN,1147.0,1111.0,20.0,1190.0,3545.0,1451.0,2094.0,48.297779979,-102.690499434
10/2019,33061031790000.0,28733.0,EQUINOR ENERGY LP,BROWN 30-19   #7TFH,SWSE,30.0,156.0,93.0,MTL,ALGER,BAKKEN,1409.0,1452.0,14.0,1224.0,3620.0,475.0,3145.0,48.299849534,-102.683822721
10/2019,33061017400000.0,20790.0,EQUINOR ENERGY LP,BROWN 30-19  #2H,NENW,31.0,156.0,93.0,MTL,ALGER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2978611830001,-102.690252219
10/2019,33061012820000.0,18760.0,EQUINOR ENERGY LP,BROWN 30-19  1-H,SWSE,30.0,156.0,93.0,MTL,ALGER,BAKKEN,785.0,1034.0,27.0,909.0,3591.0,1660.0,1831.0,48.2998527460001,-102.683937856
10/2019,33061021840000.0,23286.0,EQUINOR ENERGY LP,BURES  20-29 4TFH,NWNE,20.0,155.0,93.0,MTL,ALGER,BAKKEN,1483.0,1245.0,31.0,1714.0,2251.0,2123.0,4.0,48.2396360280001,-102.66460738
10/2019,33061013730000.0,19058.0,EQUINOR ENERGY LP,BURES 20-29  #1TFH,NWNE,20.0,155.0,93.0,MTL,ALGER,BAKKEN,1453.0,1463.0,31.0,1409.0,3779.0,3575.0,84.0,48.2397051360001,-102.665864406
10/2019,33061033150000.0,29487.0,EQUINOR ENERGY LP,BURES 20-29  #3H,NENW,20.0,155.0,93.0,MTL,ALGER,BAKKEN,2661.0,2059.0,31.0,2772.0,6327.0,6327.0,0.0,48.2395608080001,-102.667922866
10/2019,33061033110000.0,29483.0,EQUINOR ENERGY LP,BURES 20-29  #5H,NENW,20.0,155.0,93.0,MTL,ALGER,BAKKEN,2835.0,2580.0,31.0,3013.0,8013.0,8013.0,0.0,48.2395610360001,-102.668415632
10/2019,33061033130000.0,29485.0,EQUINOR ENERGY LP,BURES 20-29  #6TFH,NENW,20.0,155.0,93.0,MTL,ALGER,BAKKEN,1904.0,2372.0,31.0,1994.0,5676.0,5676.0,0.0,48.2395609220001,-102.66816925
10/2019,33061033170000.0,29489.0,EQUINOR ENERGY LP,BURES 20-29  #7H,NENW,20.0,155.0,93.0,MTL,ALGER,BAKKEN,1878.0,2230.0,31.0,1993.0,8210.0,8210.0,0.0,48.239560694,-102.667676483
10/2019,33061016630000.0,20306.0,EQUINOR ENERGY LP,BURES 20-29  2H,NWNE,20.0,155.0,93.0,MTL,ALGER,BAKKEN,1601.0,1868.0,31.0,1715.0,3739.0,3585.0,30.0,48.239705051,-102.66567962
10/2019,33061035770000.0,30677.0,EQUINOR ENERGY LP,BURES 20-29  8TFH,SWSE,17.0,155.0,93.0,MTL,ALGER,BAKKEN,3735.0,4816.0,31.0,4133.0,6103.0,5921.0,58.0,48.2413127770001,-102.66283727
